tag,x,y
blue,6.509090720827698,-26.829977468941163
yellow,8.468461420143473,-14.344577985857997
yellow,0.6825763066327994,-1.8484778230980685
yellow,3.3293100560616433,-26.77961582863075
blue,7.015217064937036,-29.610295078101743
yellow,-0.9856981684918439,-2.9514122349363556
yellow,-3.0799102552452853,-6.38349195841545
yellow,-4.1055186382855675,-9.460637037106963
yellow,-2.1377832949960553,-4.173230969370125
yellow,-4.96016613982701,-12.99462069914314
yellow,5.873316743580384,-17.041991924168574
yellow,-5.436778709905776,-16.793495106664118
yellow,-5.475417981040468,-19.701281441877548
yellow,3.8327163466937257,-30.215187582155092
none,-4.7901582680983585,-22.597522470106206
yellow,-4.747053163424269,-22.564899810811475
yellow,-3.6286971746020464,-25.909106147407105
blue,8.229632561992503,-32.82554998738034
yellow,-3.669667086267826,-25.875456018593507
yellow,-2.4895562357801766,-29.23587483045619
blue,-8.104193672185282,-12.355563577757907
yellow,4.486794870613377,-20.21416894571518
yellow,5.204108578598863,-33.72365916973456
blue,-8.659486738106208,-16.747293642759104
blue,-7.81330921562578,-23.696802707448736
yellow,-2.456274817822111,-29.160372470766468
blue,-6.7781760894369665,-27.00145061657117
yellow,-1.2906363835054604,-33.16223039185689
yellow,3.6262337233830526,-23.32526494627947
blue,-8.597258861083606,-20.299312606041077
blue,-5.458090757294005,-30.379978088952566
blue,9.536861119604088,-35.78973770317643
yellow,-1.3219017672473092,-33.21656071060779
yellow,6.607696703154283,-36.9747039964334
blue,-4.511105219298014,-33.98814888802466
yellow,3.324852446126126,-26.80814410103204
yellow,-0.9210906595308749,-37.996453618537785
yellow,-0.8801612616808494,-37.73574055452217
blue,10.96697125788561,-38.62557043415917
yellow,8.134443569386729,-39.9540345918224
yellow,3.8284642605150383,-30.26784592520738
blue,-3.8276824363924473,-38.091789027001546
yellow,5.183348812200878,-33.80172488238308
yellow,10.058353246581396,-43.176610648627666
yellow,-1.7911111359071774,-42.92333329859544
blue,-4.88120044728293,-42.022933287300994
yellow,6.579558018537838,-37.08891054418934
yellow,11.326053212265808,-45.71392174025847
yellow,8.1097851547187,-40.05657001333057
yellow,-2.9982771238993684,-46.65361514003144
yellow,11.337940554608101,-45.78062393611653
yellow,11.40095832124329,-51.59089315075557
yellow,9.856897167642197,-53.877664137247564
yellow,7.713511115226853,-55.87825728898109
blue,14.965648983955118,-48.36891423007764
blue,12.097643297182321,-56.13492956805966
yellow,4.761667457560778,-56.59212529783011
blue,9.000207003869686,-58.72243435629935
blue,4.910117439255995,-59.661730848562364
blue,14.414243093162835,-52.446689522576435
blue,1.1476851672397481,-59.273703529807534
none,12.099396247776642,-56.108929477826955
yellow,1.8704048537344784,-56.29502438025109
blue,-2.7715547820288977,-57.04935049102568
none,9.012492143112034,-58.712693958419855
yellow,-0.7279024141220912,-54.6714155497571
blue,-5.422968216752235,-53.68750887817229
none,4.936340608478667,-59.67945610354878
none,-6.62661208387016,-66.31320577712263
yellow,-2.5268802226919327,-52.33965495771599
blue,-6.519058045610397,-49.71320480323502
none,0.9892188573246221,-59.18969276185865
yellow,-3.3377392639944237,-49.56339382273014
blue,-6.0651756719572525,-45.68788148762258
none,-2.7332873477193256,-57.054763567840844
blue,-6.53835082751078,-49.681170144544204
blue,-6.099378958756401,-45.617989013954514
blue,-5.5095629921062965,-30.507489181859036
blue,-4.575426444229295,-34.09951864645397
blue,-3.8034780010584166,-38.07889589995927
yellow,-5.453228711897348,-16.745177866763004
blue,-8.677670792493723,-16.770962890989047
blue,-7.246300453825011,-8.953159239352418
blue,-6.251941533412701,-5.844558675165842
blue,-5.151267754857929,-3.085080938057
blue,-8.094048419141055,-12.383535290716273
blue,-7.222766031467261,-8.98490557453348
blue,-3.4037577008211444,-0.7649837988840691
yellow,1.6943138072637345,-1.4805379738903166
blue,-1.1744113498945834,0.8458269232150876
blue,-6.159711410562984,-5.802455075600803
blue,1.776848695525978,1.4628614134275715
blue,-5.081087999480003,-3.0756105062739287
none,7.54443152902237,1.416039015604752
blue,-3.3240139755664435,-0.7699864981369365
blue,-1.1261346003651005,0.8284414805837319
none,1.7700963956152322,1.4345445567968813
none,4.695673491581184,1.531142798746362
