tag,x,y
blue,-42.573007647178876,-27.06086846559156
blue,-44.37096966945959,-24.418821669383867
blue,-44.85301681112085,-20.35192826917599
blue,-44.8092003508959,-16.751778461087735
blue,-43.34272459029221,-12.397569997650196
blue,-41.06244792998556,-8.805372034420376
blue,-38.80966302998326,-5.931910187161129
blue,-36.582155768549235,-3.0655621006243616
blue,-34.12946861180576,-0.5946350610412438
blue,-31.34322051656899,0.820704780676399
blue,-27.58626435681382,1.7847948203717157
blue,-24.418906099899893,2.3923793008059966
blue,-21.279133134117288,2.6427384574106525
blue,-16.309936698859147,2.451569263069426
blue,-11.340604681118098,2.2620075913662583
blue,-6.017629463004342,1.9312515348114585
blue,-1.3868581396648945,1.9625459589557273
yellow,8.367614443262724,-2.4250696696494676
yellow,13.339141805518413,-2.566230088641111
yellow,18.469027505035456,-2.764447130830184
yellow,23.320018353354826,-3.070411410428601
yellow,26.19088747561433,-4.346634132790629
yellow,28.045659914784668,-5.636952980835766
yellow,39.576081936603394,-28.955386408837917
yellow,35.97517774015984,-30.371884798827878
yellow,30.95633538121327,-8.362819926875382
yellow,45.944246278186455,-22.43609098110082
yellow,42.46530627014432,-27.06304197101208
yellow,44.584969340045234,-25.69664287749123
yellow,48.110797787358784,18.46211053360764
yellow,36.53306851536773,-13.558002232654507
yellow,46.08789389439806,-24.7399520101076
yellow,33.74691201184805,-10.69406479926507
yellow,47.56488392550187,-22.83117515872833
yellow,39.58639454340398,19.898678421911857
yellow,43.03156950322349,-19.862400673241115
yellow,50.91842427812122,-22.688314696264662
yellow,40.00898440106049,-16.845812974219978
yellow,53.5595418173497,-21.932440042658193
yellow,32.25550083842653,-30.451697671851537
yellow,52.658554767273884,-24.32985524153337
yellow,57.27364282520118,-19.9814279391652
yellow,55.589156700938005,-21.07931216399831
yellow,54.571037648384014,-25.14023015496863
yellow,59.60361322932405,-18.52795968992632
yellow,55.98775026578054,-26.102510520207396
yellow,61.52651858044749,-14.428282097867887
yellow,61.97566390053135,-12.28661014204357
yellow,61.03755667368098,-16.418878442567788
yellow,64.44274467046405,-10.969658918016115
yellow,65.1350165198991,-12.537387018523678
yellow,58.067508782569895,-27.344811849537326
yellow,65.67938726106159,-14.971738944184589
yellow,66.64959513161514,-17.279161140929155
yellow,60.30717456836395,-28.820468107856804
yellow,62.13512431087884,-29.95347504652848
yellow,68.2230425944658,-19.34130880393167
yellow,49.99225216227396,-23.90562056991289
yellow,70.47684107898634,-21.323989977030816
yellow,64.16832416962055,-30.933710407336633
yellow,66.0661146996688,-31.755674482809653
yellow,72.5612792113009,-22.94024904532659
yellow,73.8610877132456,-24.258995457838427
yellow,70.37918963852783,-31.717007082949618
yellow,74.7637832538451,-26.2504875610745
