x,y
-0.15564056824991584,-0.060131487194136635
-0.03173508973314121,-0.07406378172378209
0.09429865528866319,-0.08711316732910548
0.2223901944325614,-0.09928482370840971
0.3524685079180063,-0.11058879703657712
0.48446222137589334,-0.12103923666407121
0.6146094543256537,-0.13035906676917342
0.7401158027363849,-0.13840651873896895
0.8670895623159569,-0.14572139430684117
0.9954729712591185,-0.15232832094967208
1.1252084388318413,-0.15825296835065167
1.2562385565818168,-0.16352173081850105
1.386366505580265,-0.16803470719896366
1.5124617033725902,-0.1716639851565293
1.639564449942472,-0.17475236863395907
1.7676265289183168,-0.17732658442995336
1.8965999114591037,-0.17941291000708842
2.026436740427229,-0.18103706178275028
2.157089314274097,-0.18222410369438513
2.2841706011647975,-0.18281611305266982
2.4112425691953105,-0.1830076391668331
2.5389401809286083,-0.18285104221061216
2.667221320480354,-0.18236794949112595
2.7960439643296615,-0.18157906215446598
2.925366167812335,-0.1805041444344126
3.0546122864014245,-0.17914551082070337
3.181823117634804,-0.17746739679037127
3.309391810094365,-0.17556570093572282
3.437279413231511,-0.17345628155561554
3.56544700718044,-0.17115407309574274
3.693855694291951,-0.16867311409564123
3.8224665911747113,-0.16602659495489808
3.950876379029592,-0.1632193283621732
4.07869507934129,-0.16025759833070227
4.206598221560199,-0.1571689712407636
4.334547881139177,-0.1539645477312867
4.462506125662623,-0.15065485938122153
4.590435012401538,-0.14724985800226956
4.718296585778298,-0.14375892509768515
4.846391318912291,-0.14019535347864145
4.974774963252045,-0.13656760625958436
5.102974860115456,-0.13287732690662404
5.230952283731432,-0.1291317750309921
5.358668486339945,-0.12533769544342463
5.486084697280964,-0.12150133024898024
5.613162122303727,-0.11762843123933119
5.741403358801858,-0.11373560293263757
5.870327806175962,-0.10982147343788548
5.998776419862536,-0.10588161059126537
6.126707789550177,-0.1019201452463477
6.254080479324557,-0.09794078212956386
6.380853028306663,-0.09394681136981312
6.506983951473666,-0.08994111967056288
6.6364474490202765,-0.08593872950823403
6.765768339774834,-0.08192699677738627
6.894262022651453,-0.07790578402101445
7.021882091180849,-0.07387687816549997
7.148582120219977,-0.0698417041648919
7.27431566831133,-0.06580132993253851
7.401707648555937,-0.06175866452969554
7.532178250300042,-0.05771291477775858
7.661412866466828,-0.053660217125943876
